角色名,外文名,性别,立绘编号,文件名,文件链接,势力logo,出处,星级,内部编号,职业,分支,势力,出身地,上线时间,时装品牌,时装名
提丰,Typhon,女性,2,立绘_提丰_2.png,https://media.prts.wiki/9/9f/%E7%AB%8B%E7%BB%98_%E6%8F%90%E4%B8%B0_2.png,萨米,方舟干员,6,SI07,狙击,攻城手,萨米,萨米,2023-07-06,,
提丰,Typhon,女性,skin1,立绘_提丰_skin1.png,https://media.prts.wiki/0/01/%E7%AB%8B%E7%BB%98_%E6%8F%90%E4%B8%B0_skin1.png,萨米,方舟干员,6,SI07,狙击,攻城手,萨米,萨米,2023-07-06,生命之地,北地引路人
提丰,Typhon,女性,skin2,立绘_提丰_skin2.png,https://media.prts.wiki/3/30/%E7%AB%8B%E7%BB%98_%E6%8F%90%E4%B8%B0_skin2.png,萨米,方舟干员,6,SI07,狙击,攻城手,萨米,萨米,2023-07-06,珊瑚海岸,温差 RT.RX07
摆渡人,Varkáris,男性,1,立绘_摆渡人_1.png,https://media.prts.wiki/9/9a/%E7%AB%8B%E7%BB%98_%E6%91%86%E6%B8%A1%E4%BA%BA_1.png,米诺斯,方舟干员,5,MN08,近卫,强攻手,米诺斯,米诺斯,2026-01-09,,
摆渡人,Varkáris,男性,2,立绘_摆渡人_2.png,https://media.prts.wiki/f/f6/%E7%AB%8B%E7%BB%98_%E6%91%86%E6%B8%A1%E4%BA%BA_2.png,米诺斯,方舟干员,5,MN08,近卫,强攻手,米诺斯,米诺斯,2026-01-09,,
摩根,Morgan,女性,1,立绘_摩根_1.png,https://media.prts.wiki/5/59/%E7%AB%8B%E7%BB%98_%E6%91%A9%E6%A0%B9_1.png,格拉斯哥帮,方舟干员,5,GG02,近卫,无畏者,格拉斯哥帮,维多利亚,2023-04-06,,
摩根,Morgan,女性,2,立绘_摩根_2.png,https://media.prts.wiki/d/d1/%E7%AB%8B%E7%BB%98_%E6%91%A9%E6%A0%B9_2.png,格拉斯哥帮,方舟干员,5,GG02,近卫,无畏者,格拉斯哥帮,维多利亚,2023-04-06,,
摩根,Morgan,女性,skin1,立绘_摩根_skin1.png,https://media.prts.wiki/4/4d/%E7%AB%8B%E7%BB%98_%E6%91%A9%E6%A0%B9_skin1.png,格拉斯哥帮,方舟干员,5,GG02,近卫,无畏者,格拉斯哥帮,维多利亚,2023-04-06,时代,字里行间
撷英调香师,Perfumer the Distilled,女性,1,立绘_撷英调香师_1.png,https://media.prts.wiki/c/c7/%E7%AB%8B%E7%BB%98_%E6%92%B7%E8%8B%B1%E8%B0%83%E9%A6%99%E5%B8%88_1.png,罗德岛,方舟干员,5,RF31,辅助,护佑者,罗德岛,米诺斯,2026-01-09,,
撷英调香师,Perfumer the Distilled,女性,2,立绘_撷英调香师_2.png,https://media.prts.wiki/1/15/%E7%AB%8B%E7%BB%98_%E6%92%B7%E8%8B%B1%E8%B0%83%E9%A6%99%E5%B8%88_2.png,罗德岛,方舟干员,5,RF31,辅助,护佑者,罗德岛,米诺斯,2026-01-09,,
斑点,Spot,男性,1,立绘_斑点_1.png,https://media.prts.wiki/8/8a/%E7%AB%8B%E7%BB%98_%E6%96%91%E7%82%B9_1.png,行动预备组A6,方舟干员,3,PA64,重装,守护者,行动预备组A6,萨尔贡,2019-07-09,,
斑点,Spot,男性,skin1,立绘_斑点_skin1.png,https://media.prts.wiki/e/e9/%E7%AB%8B%E7%BB%98_%E6%96%91%E7%82%B9_skin1.png,行动预备组A6,方舟干员,3,PA64,重装,守护者,行动预备组A6,萨尔贡,2019-07-09,斗争血脉,专业人士
斑点,Spot,男性,skin2,立绘_斑点_skin2.png,https://media.prts.wiki/1/10/%E7%AB%8B%E7%BB%98_%E6%96%91%E7%82%B9_skin2.png,行动预备组A6,方舟干员,3,PA64,重装,守护者,行动预备组A6,萨尔贡,2019-07-09,,
斥罪,Penance,女性,1,立绘_斥罪_1.png,https://media.prts.wiki/7/79/%E7%AB%8B%E7%BB%98_%E6%96%A5%E7%BD%AA_1.png,叙拉古,方舟干员,6,SR35,重装,不屈者,叙拉古,叙拉古,2022-11-01,,
斥罪,Penance,女性,2,立绘_斥罪_2.png,https://media.prts.wiki/1/1a/%E7%AB%8B%E7%BB%98_%E6%96%A5%E7%BD%AA_2.png,叙拉古,方舟干员,6,SR35,重装,不屈者,叙拉古,叙拉古,2022-11-01,,
斥罪,Penance,女性,skin1,立绘_斥罪_skin1.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E6%96%A5%E7%BD%AA_skin1.png,叙拉古,方舟干员,6,SR35,重装,不屈者,叙拉古,叙拉古,2022-11-01,冰原信使,偶尔醉陶
斥罪,Penance,女性,skin2,立绘_斥罪_skin2.png,https://media.prts.wiki/5/56/%E7%AB%8B%E7%BB%98_%E6%96%A5%E7%BD%AA_skin2.png,叙拉古,方舟干员,6,SR35,重装,不屈者,叙拉古,叙拉古,2022-11-01,时代,记叙
斩业星熊,Hoshiguma the Breacher,女性,1,立绘_斩业星熊_1.png,https://media.prts.wiki/c/c4/%E7%AB%8B%E7%BB%98_%E6%96%A9%E4%B8%9A%E6%98%9F%E7%86%8A_1.png,龙门近卫局,方舟干员,6,LM23,重装,驭法铁卫,龙门近卫局,东国,2025-08-02,,
斩业星熊,Hoshiguma the Breacher,女性,2,立绘_斩业星熊_2.png,https://media.prts.wiki/6/6b/%E7%AB%8B%E7%BB%98_%E6%96%A9%E4%B8%9A%E6%98%9F%E7%86%8A_2.png,龙门近卫局,方舟干员,6,LM23,重装,驭法铁卫,龙门近卫局,东国,2025-08-02,,
断崖,Ayerscarpe,男性,1,立绘_断崖_1.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E6%96%AD%E5%B4%96_1.png,雷姆必拓,方舟干员,5,RB04,近卫,领主,雷姆必拓,雷姆必拓,2020-07-09,,
断崖,Ayerscarpe,男性,2,立绘_断崖_2.png,https://media.prts.wiki/a/a6/%E7%AB%8B%E7%BB%98_%E6%96%AD%E5%B4%96_2.png,雷姆必拓,方舟干员,5,RB04,近卫,领主,雷姆必拓,雷姆必拓,2020-07-09,,
断崖,Ayerscarpe,男性,skin1,立绘_断崖_skin1.png,https://media.prts.wiki/e/ed/%E7%AB%8B%E7%BB%98_%E6%96%AD%E5%B4%96_skin1.png,雷姆必拓,方舟干员,5,RB04,近卫,领主,雷姆必拓,雷姆必拓,2020-07-09,斗争血脉,受验者
断罪者,Conviction,其他,1,立绘_断罪者_1.png,https://media.prts.wiki/e/e2/%E7%AB%8B%E7%BB%98_%E6%96%AD%E7%BD%AA%E8%80%85_1.png,米诺斯,方舟干员,4,MN01,近卫,无畏者,米诺斯,米诺斯,2020-04-01,,
断罪者,Conviction,其他,2,立绘_断罪者_2.png,https://media.prts.wiki/d/d9/%E7%AB%8B%E7%BB%98_%E6%96%AD%E7%BD%AA%E8%80%85_2.png,米诺斯,方舟干员,4,MN01,近卫,无畏者,米诺斯,米诺斯,2020-04-01,,
断罪者,Conviction,其他,skin1,立绘_断罪者_skin1.png,https://media.prts.wiki/a/ad/%E7%AB%8B%E7%BB%98_%E6%96%AD%E7%BD%AA%E8%80%85_skin1.png,米诺斯,方舟干员,4,MN01,近卫,无畏者,米诺斯,米诺斯,2020-04-01,成就之星,超级断罪朋友
斯卡蒂,Skadi,女性,1,立绘_斯卡蒂_1.png,https://media.prts.wiki/4/45/%E7%AB%8B%E7%BB%98_%E6%96%AF%E5%8D%A1%E8%92%82_1.png,深海猎人,方舟干员,6,AA01,近卫,无畏者,深海猎人,阿戈尔,2019-05-30,,
斯卡蒂,Skadi,女性,2,立绘_斯卡蒂_2.png,https://media.prts.wiki/b/b8/%E7%AB%8B%E7%BB%98_%E6%96%AF%E5%8D%A1%E8%92%82_2.png,深海猎人,方舟干员,6,AA01,近卫,无畏者,深海猎人,阿戈尔,2019-05-30,,
斯卡蒂,Skadi,女性,skin1,立绘_斯卡蒂_skin1.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E6%96%AF%E5%8D%A1%E8%92%82_skin1.png,深海猎人,方舟干员,6,AA01,近卫,无畏者,深海猎人,阿戈尔,2019-05-30,珊瑚海岸,驭浪 WR04
斯卡蒂,Skadi,女性,skin2,立绘_斯卡蒂_skin2.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E6%96%AF%E5%8D%A1%E8%92%82_skin2.png,深海猎人,方舟干员,6,AA01,近卫,无畏者,深海猎人,阿戈尔,2019-05-30,玛尔特,下一顿午茶
新约能天使,Exusiai the New Covenant,女性,1,立绘_新约能天使_1.png,https://media.prts.wiki/5/56/%E7%AB%8B%E7%BB%98_%E6%96%B0%E7%BA%A6%E8%83%BD%E5%A4%A9%E4%BD%BF_1.png,企鹅物流,方舟干员,6,PL08,特种,怪杰,企鹅物流,拉特兰,2025-05-01,,
新约能天使,Exusiai the New Covenant,女性,2,立绘_新约能天使_2.png,https://media.prts.wiki/0/07/%E7%AB%8B%E7%BB%98_%E6%96%B0%E7%BA%A6%E8%83%BD%E5%A4%A9%E4%BD%BF_2.png,企鹅物流,方舟干员,6,PL08,特种,怪杰,企鹅物流,拉特兰,2025-05-01,,
早露,Роса,女性,1,立绘_早露_1.png,https://media.prts.wiki/6/6f/%E7%AB%8B%E7%BB%98_%E6%97%A9%E9%9C%B2_1.png,乌萨斯学生自治团,方舟干员,6,USS4,狙击,攻城手,乌萨斯学生自治团,乌萨斯,2020-06-18,,
早露,Роса,女性,2,立绘_早露_2.png,https://media.prts.wiki/8/87/%E7%AB%8B%E7%BB%98_%E6%97%A9%E9%9C%B2_2.png,乌萨斯学生自治团,方舟干员,6,USS4,狙击,攻城手,乌萨斯学生自治团,乌萨斯,2020-06-18,,
早露,Роса,女性,skin1,立绘_早露_skin1.png,https://media.prts.wiki/d/d0/%E7%AB%8B%E7%BB%98_%E6%97%A9%E9%9C%B2_skin1.png,乌萨斯学生自治团,方舟干员,6,USS4,狙击,攻城手,乌萨斯学生自治团,乌萨斯,2020-06-18,时代,杰作
早露,Роса,女性,skin2,立绘_早露_skin2.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E6%97%A9%E9%9C%B2_skin2.png,乌萨斯学生自治团,方舟干员,6,USS4,狙击,攻城手,乌萨斯学生自治团,乌萨斯,2020-06-18,合作款,常伴我身
明椒,Paprika,女性,1,立绘_明椒_1.png,https://media.prts.wiki/9/94/%E7%AB%8B%E7%BB%98_%E6%98%8E%E6%A4%92_1.png,罗德岛,方舟干员,5,R175,医疗,链愈师,罗德岛,哥伦比亚,2022-10-11,,
明椒,Paprika,女性,2,立绘_明椒_2.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E6%98%8E%E6%A4%92_2.png,罗德岛,方舟干员,5,R175,医疗,链愈师,罗德岛,哥伦比亚,2022-10-11,,
明椒,Paprika,女性,skin1,立绘_明椒_skin1.png,https://media.prts.wiki/e/e7/%E7%AB%8B%E7%BB%98_%E6%98%8E%E6%A4%92_skin1.png,罗德岛,方舟干员,5,R175,医疗,链愈师,罗德岛,哥伦比亚,2022-10-11,0011-飙系列,来路
星极,Astesia,女性,1,立绘_星极_1.png,https://media.prts.wiki/b/bb/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%9E%81_1.png,哥伦比亚,方舟干员,5,RR01,近卫,术战者,哥伦比亚,哥伦比亚,2019-09-10,,
星极,Astesia,女性,2,立绘_星极_2.png,https://media.prts.wiki/1/13/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%9E%81_2.png,哥伦比亚,方舟干员,5,RR01,近卫,术战者,哥伦比亚,哥伦比亚,2019-09-10,,
星极,Astesia,女性,skin1,立绘_星极_skin1.png,https://media.prts.wiki/4/44/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%9E%81_skin1.png,哥伦比亚,方舟干员,5,RR01,近卫,术战者,哥伦比亚,哥伦比亚,2019-09-10,时代,寻耀
星极,Astesia,女性,skin2,立绘_星极_skin2.png,https://media.prts.wiki/1/1d/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%9E%81_skin2.png,哥伦比亚,方舟干员,5,RR01,近卫,术战者,哥伦比亚,哥伦比亚,2019-09-10,闪耀阶梯,殿堂上的游禽
星极,Astesia,女性,skin3,立绘_星极_skin3.png,https://media.prts.wiki/a/a4/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%9E%81_skin3.png,哥伦比亚,方舟干员,5,RR01,近卫,术战者,哥伦比亚,哥伦比亚,2019-09-10,时代,奇工妙想
星源,Astgenne,女性,1,立绘_星源_1.png,https://media.prts.wiki/a/ad/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%BA%90_1.png,莱茵生命,方舟干员,5,RL08,术师,链术师,莱茵生命,哥伦比亚,2022-07-05,,
星源,Astgenne,女性,2,立绘_星源_2.png,https://media.prts.wiki/5/5f/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%BA%90_2.png,莱茵生命,方舟干员,5,RL08,术师,链术师,莱茵生命,哥伦比亚,2022-07-05,,
星源,Astgenne,女性,skin1,立绘_星源_skin1.png,https://media.prts.wiki/6/65/%E7%AB%8B%E7%BB%98_%E6%98%9F%E6%BA%90_skin1.png,莱茵生命,方舟干员,5,RL08,术师,链术师,莱茵生命,哥伦比亚,2022-07-05,时代,所愿
星熊,Hoshiguma,女性,1,立绘_星熊_1.png,https://media.prts.wiki/d/d4/%E7%AB%8B%E7%BB%98_%E6%98%9F%E7%86%8A_1.png,龙门近卫局,方舟干员,6,LM05,重装,铁卫,龙门近卫局,东国,2019-04-30,,
星熊,Hoshiguma,女性,2,立绘_星熊_2.png,https://media.prts.wiki/0/0a/%E7%AB%8B%E7%BB%98_%E6%98%9F%E7%86%8A_2.png,龙门近卫局,方舟干员,6,LM05,重装,铁卫,龙门近卫局,东国,2019-04-30,,
星熊,Hoshiguma,女性,skin1,立绘_星熊_skin1.png,https://media.prts.wiki/7/71/%E7%AB%8B%E7%BB%98_%E6%98%9F%E7%86%8A_skin1.png,龙门近卫局,方舟干员,6,LM05,重装,铁卫,龙门近卫局,东国,2019-04-30,0011-飙系列,狩标浪人
星熊,Hoshiguma,女性,skin2,立绘_星熊_skin2.png,https://media.prts.wiki/e/e4/%E7%AB%8B%E7%BB%98_%E6%98%9F%E7%86%8A_skin2.png,龙门近卫局,方舟干员,6,LM05,重装,铁卫,龙门近卫局,东国,2019-04-30,珊瑚海岸,探寻者 SK97
晓歌,Cantabile,女性,1,立绘_晓歌_1.png,https://media.prts.wiki/4/46/%E7%AB%8B%E7%BB%98_%E6%99%93%E6%AD%8C_1.png,罗德岛,方舟干员,5,R143,先锋,情报官,罗德岛,玻利瓦尔,2022-08-11,,
晓歌,Cantabile,女性,2,立绘_晓歌_2.png,https://media.prts.wiki/d/dc/%E7%AB%8B%E7%BB%98_%E6%99%93%E6%AD%8C_2.png,罗德岛,方舟干员,5,R143,先锋,情报官,罗德岛,玻利瓦尔,2022-08-11,,
晓歌,Cantabile,女性,skin1,立绘_晓歌_skin1.png,https://media.prts.wiki/5/5c/%E7%AB%8B%E7%BB%98_%E6%99%93%E6%AD%8C_skin1.png,罗德岛,方舟干员,5,R143,先锋,情报官,罗德岛,玻利瓦尔,2022-08-11,0011™制造,灯如昼
晓歌,Cantabile,女性,skin2,立绘_晓歌_skin2.png,https://media.prts.wiki/8/8f/%E7%AB%8B%E7%BB%98_%E6%99%93%E6%AD%8C_skin2.png,罗德岛,方舟干员,5,R143,先锋,情报官,罗德岛,玻利瓦尔,2022-08-11,时代,湖畔歌者
普罗旺斯,Provence,女性,1,立绘_普罗旺斯_1.png,https://media.prts.wiki/c/c4/%E7%AB%8B%E7%BB%98_%E6%99%AE%E7%BD%97%E6%97%BA%E6%96%AF_1.png,叙拉古,方舟干员,5,SR03,狙击,重射手,叙拉古,叙拉古,2019-04-30,,
普罗旺斯,Provence,女性,2,立绘_普罗旺斯_2.png,https://media.prts.wiki/9/94/%E7%AB%8B%E7%BB%98_%E6%99%AE%E7%BD%97%E6%97%BA%E6%96%AF_2.png,叙拉古,方舟干员,5,SR03,狙击,重射手,叙拉古,叙拉古,2019-04-30,,
普罗旺斯,Provence,女性,skin1,立绘_普罗旺斯_skin1.png,https://media.prts.wiki/7/71/%E7%AB%8B%E7%BB%98_%E6%99%AE%E7%BD%97%E6%97%BA%E6%96%AF_skin1.png,叙拉古,方舟干员,5,SR03,狙击,重射手,叙拉古,叙拉古,2019-04-30,珊瑚海岸,悠然假日 HD08
普罗旺斯,Provence,女性,skin2,立绘_普罗旺斯_skin2.png,https://media.prts.wiki/1/1a/%E7%AB%8B%E7%BB%98_%E6%99%AE%E7%BD%97%E6%97%BA%E6%96%AF_skin2.png,叙拉古,方舟干员,5,SR03,狙击,重射手,叙拉古,叙拉古,2019-04-30,生命之地,荒原行者
暗索,Rope,女性,1,立绘_暗索_1.png,https://media.prts.wiki/0/00/%E7%AB%8B%E7%BB%98_%E6%9A%97%E7%B4%A2_1.png,炎-龙门,方舟干员,4,RB02,特种,钩索师,炎-龙门,雷姆必拓,2019-04-30,,
暗索,Rope,女性,2,立绘_暗索_2.png,https://media.prts.wiki/5/57/%E7%AB%8B%E7%BB%98_%E6%9A%97%E7%B4%A2_2.png,炎-龙门,方舟干员,4,RB02,特种,钩索师,炎-龙门,雷姆必拓,2019-04-30,,
暗索,Rope,女性,skin1,立绘_暗索_skin1.png,https://media.prts.wiki/8/83/%E7%AB%8B%E7%BB%98_%E6%9A%97%E7%B4%A2_skin1.png,炎-龙门,方舟干员,4,RB02,特种,钩索师,炎-龙门,雷姆必拓,2019-04-30,巫异盛宴,小鬼当家
暗索,Rope,女性,skin2,立绘_暗索_skin2.png,https://media.prts.wiki/d/de/%E7%AB%8B%E7%BB%98_%E6%9A%97%E7%B4%A2_skin2.png,炎-龙门,方舟干员,4,RB02,特种,钩索师,炎-龙门,雷姆必拓,2019-04-30,珊瑚海岸,夏卉 FA008
暮落,Shalem,男性,1,立绘_暮落_1.png,https://media.prts.wiki/3/33/%E7%AB%8B%E7%BB%98_%E6%9A%AE%E8%90%BD_1.png,维多利亚,方舟干员,5,VC07,重装,驭法铁卫,维多利亚,维多利亚,2022-01-05,,
暮落,Shalem,男性,2,立绘_暮落_2.png,https://media.prts.wiki/1/13/%E7%AB%8B%E7%BB%98_%E6%9A%AE%E8%90%BD_2.png,维多利亚,方舟干员,5,VC07,重装,驭法铁卫,维多利亚,维多利亚,2022-01-05,,
暮落,Shalem,男性,skin1,立绘_暮落_skin1.png,https://media.prts.wiki/b/b0/%E7%AB%8B%E7%BB%98_%E6%9A%AE%E8%90%BD_skin1.png,维多利亚,方舟干员,5,VC07,重装,驭法铁卫,维多利亚,维多利亚,2022-01-05,0011-飙系列,结果
暴行,Savage,女性,1,立绘_暴行_1.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E8%A1%8C_1.png,雷姆必拓,方舟干员,5,RB01,近卫,强攻手,雷姆必拓,雷姆必拓,2019-04-30,,
暴行,Savage,女性,2,立绘_暴行_2.png,https://media.prts.wiki/2/2c/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E8%A1%8C_2.png,雷姆必拓,方舟干员,5,RB01,近卫,强攻手,雷姆必拓,雷姆必拓,2019-04-30,,
暴行,Savage,女性,skin1,立绘_暴行_skin1.png,https://media.prts.wiki/5/51/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E8%A1%8C_skin1.png,雷姆必拓,方舟干员,5,RB01,近卫,强攻手,雷姆必拓,雷姆必拓,2019-04-30,斗争血脉,地底三百米
暴行,Savage,女性,skin2,立绘_暴行_skin2.png,https://media.prts.wiki/3/3f/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E8%A1%8C_skin2.png,雷姆必拓,方舟干员,5,RB01,近卫,强攻手,雷姆必拓,雷姆必拓,2019-04-30,罗德厨房,家传秘方
暴行,Savage,女性,skin3,立绘_暴行_skin3.png,https://media.prts.wiki/1/11/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E8%A1%8C_skin3.png,雷姆必拓,方舟干员,5,RB01,近卫,强攻手,雷姆必拓,雷姆必拓,2019-04-30,忒斯特收藏,又一年秋季
暴雨,Heavyrain,女性,1,立绘_暴雨_1.png,https://media.prts.wiki/c/c4/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E9%9B%A8_1.png,罗德岛,方舟干员,5,R164,重装,铁卫,罗德岛,萨尔贡,2021-04-15,,
暴雨,Heavyrain,女性,2,立绘_暴雨_2.png,https://media.prts.wiki/4/45/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E9%9B%A8_2.png,罗德岛,方舟干员,5,R164,重装,铁卫,罗德岛,萨尔贡,2021-04-15,,
暴雨,Heavyrain,女性,skin1,立绘_暴雨_skin1.png,https://media.prts.wiki/6/64/%E7%AB%8B%E7%BB%98_%E6%9A%B4%E9%9B%A8_skin1.png,罗德岛,方舟干员,5,R164,重装,铁卫,罗德岛,萨尔贡,2021-04-15,生命之地,幽苔
月禾,Tsukinogi,女性,1,立绘_月禾_1.png,https://media.prts.wiki/8/8f/%E7%AB%8B%E7%BB%98_%E6%9C%88%E7%A6%BE_1.png,东,方舟干员,5,R129,辅助,护佑者,东,东国,2020-06-02,,
月禾,Tsukinogi,女性,2,立绘_月禾_2.png,https://media.prts.wiki/2/22/%E7%AB%8B%E7%BB%98_%E6%9C%88%E7%A6%BE_2.png,东,方舟干员,5,R129,辅助,护佑者,东,东国,2020-06-02,,
月禾,Tsukinogi,女性,skin1,立绘_月禾_skin1.png,https://media.prts.wiki/3/34/%E7%AB%8B%E7%BB%98_%E6%9C%88%E7%A6%BE_skin1.png,东,方舟干员,5,R129,辅助,护佑者,东,东国,2020-06-02,时代,伦式巫女
月禾,Tsukinogi,女性,skin2,立绘_月禾_skin2.png,https://media.prts.wiki/9/9b/%E7%AB%8B%E7%BB%98_%E6%9C%88%E7%A6%BE_skin2.png,东,方舟干员,5,R129,辅助,护佑者,东,东国,2020-06-02,冰原信使,舞
月见夜,Midnight,男性,1,立绘_月见夜_1.png,https://media.prts.wiki/0/02/%E7%AB%8B%E7%BB%98_%E6%9C%88%E8%A7%81%E5%A4%9C_1.png,行动预备组A6,方舟干员,3,PA62,近卫,领主,行动预备组A6,东国,2019-05-30,,
月见夜,Midnight,男性,skin1,立绘_月见夜_skin1.png,https://media.prts.wiki/3/34/%E7%AB%8B%E7%BB%98_%E6%9C%88%E8%A7%81%E5%A4%9C_skin1.png,行动预备组A6,方舟干员,3,PA62,近卫,领主,行动预备组A6,东国,2019-05-30,斗争血脉,第七夜苏醒魔君
望,Wang,男性,1,立绘_望_1.png,https://media.prts.wiki/7/7c/%E7%AB%8B%E7%BB%98_%E6%9C%9B_1.png,炎-岁,方舟干员,6,NM07,特种,陷阱师,炎-岁,炎,2026-02-10,,
望,Wang,男性,2,立绘_望_2.png,https://media.prts.wiki/3/35/%E7%AB%8B%E7%BB%98_%E6%9C%9B_2.png,炎-岁,方舟干员,6,NM07,特种,陷阱师,炎-岁,炎,2026-02-10,,
末药,Myrrh,女性,1,立绘_末药_1.png,https://media.prts.wiki/e/e4/%E7%AB%8B%E7%BB%98_%E6%9C%AB%E8%8D%AF_1.png,罗德岛,方舟干员,4,R104,医疗,医师,罗德岛,未公开,2019-04-30,,
末药,Myrrh,女性,2,立绘_末药_2.png,https://media.prts.wiki/8/86/%E7%AB%8B%E7%BB%98_%E6%9C%AB%E8%8D%AF_2.png,罗德岛,方舟干员,4,R104,医疗,医师,罗德岛,未公开,2019-04-30,,
末药,Myrrh,女性,skin1,立绘_末药_skin1.png,https://media.prts.wiki/c/ca/%E7%AB%8B%E7%BB%98_%E6%9C%AB%E8%8D%AF_skin1.png,罗德岛,方舟干员,4,R104,医疗,医师,罗德岛,未公开,2019-04-30,生命之地,辛味
杏仁,Almond,女性,1,立绘_杏仁_1.png,https://media.prts.wiki/8/88/%E7%AB%8B%E7%BB%98_%E6%9D%8F%E4%BB%81_1.png,黑钢国际,方舟干员,5,BS05,特种,钩索师,黑钢国际,哥伦比亚,2023-09-05,,
杏仁,Almond,女性,2,立绘_杏仁_2.png,https://media.prts.wiki/4/4a/%E7%AB%8B%E7%BB%98_%E6%9D%8F%E4%BB%81_2.png,黑钢国际,方舟干员,5,BS05,特种,钩索师,黑钢国际,哥伦比亚,2023-09-05,,
杏仁,Almond,女性,skin1,立绘_杏仁_skin1.png,https://media.prts.wiki/f/f2/%E7%AB%8B%E7%BB%98_%E6%9D%8F%E4%BB%81_skin1.png,黑钢国际,方舟干员,5,BS05,特种,钩索师,黑钢国际,哥伦比亚,2023-09-05,0011™制造,“杏仁”拼盘
杜宾,Dobermann,女性,1,立绘_杜宾_1.png,https://media.prts.wiki/2/25/%E7%AB%8B%E7%BB%98_%E6%9D%9C%E5%AE%BE_1.png,罗德岛,方舟干员,4,R100,近卫,教官,罗德岛,玻利瓦尔,2019-04-30,,
杜宾,Dobermann,女性,2,立绘_杜宾_2.png,https://media.prts.wiki/e/e8/%E7%AB%8B%E7%BB%98_%E6%9D%9C%E5%AE%BE_2.png,罗德岛,方舟干员,4,R100,近卫,教官,罗德岛,玻利瓦尔,2019-04-30,,
杜宾,Dobermann,女性,skin1,立绘_杜宾_skin1.png,https://media.prts.wiki/5/5c/%E7%AB%8B%E7%BB%98_%E6%9D%9C%E5%AE%BE_skin1.png,罗德岛,方舟干员,4,R100,近卫,教官,罗德岛,玻利瓦尔,2019-04-30,时代,少尉
杜林,Durin,女性,1,立绘_杜林_1.png,https://media.prts.wiki/f/f7/%E7%AB%8B%E7%BB%98_%E6%9D%9C%E6%9E%97_1.png,行动组A4,方舟干员,2,A44,术师,中坚术师,行动组A4,未公开,2019-04-30,,
杰克,Jackie,女性,1,立绘_杰克_1.png,https://media.prts.wiki/1/1d/%E7%AB%8B%E7%BB%98_%E6%9D%B0%E5%85%8B_1.png,哥伦比亚,方舟干员,4,R166,近卫,斗士,哥伦比亚,哥伦比亚,2020-11-01,,
杰克,Jackie,女性,2,立绘_杰克_2.png,https://media.prts.wiki/0/0e/%E7%AB%8B%E7%BB%98_%E6%9D%B0%E5%85%8B_2.png,哥伦比亚,方舟干员,4,R166,近卫,斗士,哥伦比亚,哥伦比亚,2020-11-01,,
杰克,Jackie,女性,skin1,立绘_杰克_skin1.png,https://media.prts.wiki/c/ca/%E7%AB%8B%E7%BB%98_%E6%9D%B0%E5%85%8B_skin1.png,哥伦比亚,方舟干员,4,R166,近卫,斗士,哥伦比亚,哥伦比亚,2020-11-01,0011-飙系列,纵身一跃
杰西卡,Jessica,女性,1,立绘_杰西卡_1.png,https://media.prts.wiki/9/96/%E7%AB%8B%E7%BB%98_%E6%9D%B0%E8%A5%BF%E5%8D%A1_1.png,黑钢国际,方舟干员,4,BS03,狙击,速射手,黑钢国际,维多利亚,2019-04-30,,
杰西卡,Jessica,女性,2,立绘_杰西卡_2.png,https://media.prts.wiki/3/3b/%E7%AB%8B%E7%BB%98_%E6%9D%B0%E8%A5%BF%E5%8D%A1_2.png,黑钢国际,方舟干员,4,BS03,狙击,速射手,黑钢国际,维多利亚,2019-04-30,,
杰西卡,Jessica,女性,skin1,立绘_杰西卡_skin1.png,https://media.prts.wiki/c/c2/%E7%AB%8B%E7%BB%98_%E6%9D%B0%E8%A5%BF%E5%8D%A1_skin1.png,黑钢国际,方舟干员,4,BS03,狙击,速射手,黑钢国际,维多利亚,2019-04-30,雷神开拓者,铁块
